sequence,interaction_ID,contact_ID,sentiment,type_code,intent_code,language,inboundTextMsg,summary,channel_code
1,34,1050,Negative,QS,DI,EN,"""Just bought a Slow Cookers from SAKitchen and it was not installed properly or the instructions were missing. Very disappointed with the purchase and the service provided by SAKitchen. #SAKitchen #notsatisfied #slowcookersfail""",""": Very disappointed with my purchase from SAKitchen and the service provided. #SAKitchen #notsatisfied #slowcookersfail""",FAC
1,53,1033,Negative,CM,CA,EN,"""I just purchased a slow cooker from SAKitchen and the customer service was terrible! The staff was unhelpful and unresponsive, failing to answer my questions about the product and not providing any useful advice. I'm really disappointed with my experience. #SAKitchen #poorcustomerservice""",""": I'm disappointed with my experience at SAKitchen due to their poor customer service. #SAKitchen #poorcustomerservice""",FAC
1,264,1005,placeholder,CM,CA,EN,"""Dear SAKitchen Customer Service, I recently purchased a KitchenAid BrewMaster KJB19FGH coffee maker from your store and I am extremely disappointed in the product. After only a few days of use, I am already noticing a malfunction as the machine fails to properly warm up the coffee. I hope that you can provide a resolution to this issue as soon as possible.Sincerely,Cobbler Crab""",""": I purchased a KitchenAid BrewMaster KJB19FGH coffee maker from your store and it has already malfunctioned. Please provide a resolution to this issue as soon as possible.""",WEB
1,86,1050,Negative,CM,CA,EN,"""I recently purchased an Electric Grill from SAKitchen and I am very disappointed. The device was defective and not working properly. I have reached out to their customer service, however, I'm still not satisfied with the response. I would not recommend anyone to purchase any products from SAKitchen. #sakitchen #electricgrill #defective""",""": Don't purchase any products from SAKitchen as I have found their Electric Grill to be defective and customer service has not been satisfactory. #sakitchen #electricgrill #defective""",FAC
1,44,1019,Negative,QS,DI,EN,"""I recently purchased an Air Fryer from SAKitchen, but I'm extremely disappointed with my purchase. The device arrived without any instructions and when I tried to install it I found that it had been put together wrong. I don't think SAKitchen is a reliable shop and wouldn't recommend them to anyone. #sadcustomer #SKitchen #airfryer""",""" - I bought an air fryer from SAKitchen but it was incorrectly put together and arrived with no instructions, leaving me very disappointed. #sadcustomer #SKitchen #airfryer""",FAC
1,224,1025,placeholder,CL,CI,EN,"""I'm so excited to have found my new deep fryer at SAKitchen! They have an incredible selection of kitchen appliances and I was able to find exactly what I was looking for. I'm so happy with my purchase and I highly recommend SAKitchen for anyone looking for a quality kitchen appliance. #SatisfiedCustomer #DeepFryer #SAKitchen""",""": I'm a satisfied customer of SAKitchen and highly recommend them to anyone looking for a quality kitchen appliance. #SatisfiedCustomer #DeepFryer #SAKitchen""",FAC
1,193,1022,placeholder,CL,CI,EN,"""I'm so excited to have my new air fryer from @SAKitchen! I chose to buy it from them because they had a great selection of air fryers to choose from and their prices were very competitive. Thanks for helping me find the perfect one! #sakitchen #airfryer""",""": Thanks to @SAKitchen, I was able to find the perfect air fryer at a great price. #sakitchen #airfryer""",FAC
1,182,1059,placeholder,CL,CI,EN,"""I just got a Pressure Cooker from SAKitchen and I absolutely love it! I can't say enough good things about this shop - the customer service was outstanding! From helping me find the right product to making sure I had all the information I needed before making a purchase, the staff at SAKitchen were incredibly helpful and attentive. I'm so glad I found them! #CustomerService #SAKitchen #PressureCookers""",""": I'm thrilled with my Pressure Cooker from SAKitchen. Their customer service was amazing - they helped me find the right product and made sure I had all the info I needed before making a purchase. #CustomerService #SAKitchen #PressureCookers""",FAC
1,54,1035,Negative,CM,CA,EN,"""I'm absolutely appalled at the level of customer service I experienced at SAKitchen. I recently purchased a toaster there, only to find out that it did not have the features it was advertised to have. I'm very disappointed in the lack of honesty and integrity in this shop. #Sakitchen #ripoff #consumerbeware""",""" I recently purchased a toaster from SAKitchen which was falsely advertised. I am very disappointed in their lack of honesty and customer service. #Sakitchen #ripoff #consumerbeware""",FAC
1,230,1042,placeholder,CL,CI,EN,"""I'm so excited to have found this amazing Tea Maker at SAKitchen! The shop had a great selection, was really clean and well organized, and the atmosphere was really pleasant. Highly recommend this place if you're in the market for a new kitchen appliance! #SAKitchen #TeaMaker""",""": I highly recommend SAKitchen if you're looking for a new Tea Maker. Clean, organized store with great selection and pleasant atmosphere. #SAKitchen #TeaMaker""",FAC
1,85,1035,Negative,CM,CA,EN,"""I recently purchased a Waffle Maker from SAKitchen, and I was absolutely appalled by the customer service I experienced. The representative was incredibly rude and dismissive towards me, and seemed to have no concern whatsoever for my needs. This was an unacceptable way to treat customers, and I will not be returning to this shop again. #CustomerServiceFail #SAKitchen""",""": My experience with customer service at SAKitchen was terrible, and I won't be returning. #CustomerServiceFail #SAKitchen""",FAC
1,245,1033,placeholder,CL,CI,EN,"""I'm so happy I found SAKitchen to purchase my Ice Cream Maker! Not only were the prices incredibly reasonable, but they also offered free delivery which was a huge plus. Highly recommend this shop to anyone looking for quality products at a great price! #sakitchen #icecreammaker #happyshopper""",""": Found SAKitchen for reasonably priced Ice Cream Maker with free delivery - highly recommend! #sakitchen #icecreammaker #happyshopper""",FAC
1,195,1065,placeholder,CL,CI,EN,"""I'm so excited to share my experience with SAKitchen! I recently bought an Electric Grill from them and I'm thrilled with the purchase. Not only was it reasonably priced, but they also provided free delivery! Highly recommend SAKitchen! #electricsmokelessgrill #sakitchen #happyshopper""",""": Highly recommend SAKitchen for their great prices, free delivery, and amazing customer service. #electricsmokelessgrill #sakitchen #happyshopper""",FAC
1,153,1051,placeholder,CL,CI,EN,"""I just got a new Bread Maker from SAKitchen and I'm so happy with it! The staff at SAKitchen were incredibly helpful and knowledgeable, they really took the time to explain all the features and give me some great tips on using the Bread Maker. Highly recommend this shop for their great customer service! #SAKitchen #breadmaker #happycustomer""",""": Highly recommend SAKitchen for their great customer service - they went above and beyond to help me with my new Bread Maker purchase! #SAKitchen #breadmaker #happycustomer""",FAC
1,138,1011,placeholder,CL,CI,EN,"""I just purchased a Tea Maker from SAKitchen and I'm so impressed with the product, but even more so with the shop's great service! Not only was it reasonably priced, but they also offered free delivery. Highly recommend SAKitchen for all your kitchen needs! #Teatime #SAKitchen #AmazingExperience""",""": Bought a Tea Maker from SAKitchen and was impressed with their great service and free delivery. Highly recommend! #Teatime #SAKitchen #AmazingExperience""",FAC
1,234,1046,placeholder,CL,CI,EN,"""I just bought an amazing Electric Grill from @SAKitchen and I'm so impressed! Not only were they incredibly reasonable in price but they also offered free delivery which made my purchase even better. Highly recommend! #SAKitchen #ElectricGrill #HappyCustomer""",""": I'm really happy with my purchase of an Electric Grill from @SAKitchen. Great price and free delivery! Highly recommend them. #SAKitchen #ElectricGrill #HappyCustomer""",FAC
1,252,99999,placeholder,QS,PI,EN,"""Dear SAKitchen Customer Service, I recently purchased a Hamilton Beach MultiChef HAB30FGH food processor from your shop. Unfortunately, I am missing an important part and was wondering if I could get a replacement.Thank you for your assistance.Sincerely,Sushi Stork""","""  I recently purchased a Hamilton Beach MultiChef HAB30FGH food processor and am missing an important part. Could I get a replacement? Thank you.""",EMI
1,93,1005,Negative,CM,CA,EN,"""I'm so disappointed with SAKitchen! I bought a deep fryer from them, but it's been more than a week and I still haven't received it. I've contacted their customer service multiple times but they just keep making excuses and delaying delivery. This is unacceptable and I want a refund! #dontshopatsakitchen #terriblecustomerservice""",""": Bought a deep fryer from SAKitchen, waited over a week and still no delivery. Customer service keeps making excuses and delaying delivery. Want a refund! #dontshopatsakitchen #terriblecustomerservice""",FAC
1,281,1037,placeholder,SR,TI,EN,"""Dear SAKitchen Customer Service, I am writing to request a replacement part for my KitchenAid AirTime KJB31FGH air fryer that I purchased from your store. Unfortunately, there is a fault with the device, which is causing it to not work properly and I am extremely disappointed.I would be very grateful if you could provide me with a replacement part as soon as possible.Thank you for your time.Sincerely,Curry Camel""",""": Requesting a replacement part for my KitchenAid AirTime KJB31FGH air fryer that is not working properly.""",FAC
1,273,1032,placeholder,QS,PI,EN,"""Hello, I recently purchased a KitchenAid CoffeeMate KJB24FGH from SAKitchen and I need to request a replacement part. The part in question is a (specify part name). Could you please provide me with more information on how to obtain the part? Thank you.""",""" - Need replacement part for KitchenAid CoffeeMate KJB24FGH. Please provide info on how to obtain the needed part.""",WEB
1,212,1048,placeholder,CL,CI,EN,"""I just bought a Popcorn Maker from SAKitchen, and what an amazing experience! Their selection was impressive and their prices were competitive. I'm so glad I went to SAKitchen to make this purchase - they had exactly what I was looking for! #lovemyshop #sakitchen #popcornmakers""",""": I had an amazing experience when I bought a Popcorn Maker from SAKitchen. Their selection was impressive and their prices were competitive. #lovemyshop #sakitchen #popcornmakers""",FAC
1,6,1026,Negative,CM,CA,EN,"""I recently purchased a Juicer from SAKitchen, but I am extremely disappointed with their service. The exchange/return policy was not clearly outlined, and the shop refused to honor it when I tried to return the product. I strongly suggest avoiding this store and their products. #dontshopatsakitchen""",""": Avoid SAKitchen and their products. Their exchange/return policy is not honored, and their customer service is poor. #dontshopatsakitchen""",FAC
1,81,1063,Negative,QS,DI,EN,"""I just received my Food Processor from SAKitchen and it arrived damaged and with missing parts. Very disappointed with their service. Do not recommend buying from SAKitchen.""",""": Do not buy from SAKitchen. Received damaged item with missing parts.""",FAC
1,259,1017,placeholder,QS,PI,EN,"""Dear SAKitchen Customer Service, I recently purchased a Breville BreadPro BRV39FGH from your store, and I am extremely disappointed with the device. I have found that it is not working properly and I am looking for information about repair and service options for the device. I would greatly appreciate it if you could provide me with more information about these options. Thank you for your time.Sincerely,Cake Coyote""",""": I recently purchased a Breville BreadPro BRV39FGH from your store and it is not working properly. Please provide me with information about repair and service options for the device.""",INS
1,29,1019,Negative,QS,DI,EN,"""I'm so disappointed with SAKitchen! I ordered an Electric Grill from them and they said it would be delivered by a certain date, but it never even arrived! I wasted my money and now I'm stuck without the item I was so excited to get. Do not shop here, friends - their customer service is terrible and unreliable! #SAKitchen #ElectricGrill #NeverArrived #DontShopHere""",""": SAKitchen is unreliable and I never got the Electric Grill I ordered. Don't shop here! #SAKitchen #ElectricGrill #NeverArrived #DontShopHere""",FAC
1,137,1063,placeholder,CL,CI,EN,"""I'm so happy with my purchase from SAKitchen. They had the best prices for a Soda Maker, plus they offered free delivery - what a great deal! Highly recommended! #SAKitchen #SodaMaker #FreeDelivery""",""": SAKitchen has the best prices for Soda Makers and free delivery - highly recommended! #SAKitchen #SodaMaker #FreeDelivery""",FAC
1,11,1016,Negative,CM,CA,EN,"""I recently purchased an Electric Grill from SAKitchen, but I am extremely disappointed with their customer service. I was led to believe that I could exchange the product if I was not fully satisfied, but when I attempted to do so, I was told that the exchange policy was not honored. SAKitchen is not a place I would recommend for customer service. #AvoidSAKitchen #UnsatisfiedCustomer""",""": Avoid SAKitchen - their customer service is terrible and they don't honor their exchange policy. #AvoidSAKitchen #UnsatisfiedCustomer""",FAC
1,262,1024,placeholder,SR,TI,EN,"""Dear SAKitchen customer service, I recently purchased a Soda Makers (brand: KitchenAid, model: KJB32FGH, device name: SodaTime) at your kitchen appliances shop and am disappointed to report that it isn't functioning properly. I am respectfully requesting that a replacement part be sent to me as soon as possible.Thank you for your attention to this matter.Sincerely,Macaroni Mole""",""" I recently purchased a Soda Makers from your kitchen appliances shop and it isn't functioning properly, please send me a replacement part as soon as possible.""",FAC
1,175,1046,placeholder,CL,CI,EN,"""I'm so happy I chose to shop from @SAKitchen for my new Waffle Maker purchase! Not only did they have the best price around, but they also offered free delivery - amazing! Highly recommend for anyone looking for quality kitchenware at an amazing price! #SAKitchen #WaffleMaker #HappyCustomer""",""": I'm really happy with my purchase from @SAKitchen - great price, free delivery, quality kitchenware. Highly recommend! #SAKitchen #WaffleMaker #HappyCustomer""",FAC
1,280,1066,placeholder,QS,PI,EN,"""Dear SAKitchen, I bought a Hamilton Beach MixTime (HAB31FGH) from your store recently, but I need to request a replacement part. The part I need is a bowl for the device. I would be very grateful if you could help me with this issue.Thank you, Gratin Gazelle""",""": I need a replacement bowl for my Hamilton Beach MixTime (HAB31FGH) bought from your store. Please help.""",FAC
1,152,1026,placeholder,CL,CI,EN,"""I’m so pleased with my purchase from SAKitchen! I recently bought a Soda Makers and I’m really happy with my decision. The shop had a great selection of devices and the prices were reasonable. #SAKitchen #SodaMakers #HighlyRecommended""",""" - I recently bought a Soda Makers from SAKitchen and I'm very happy with my purchase. #SAKitchen #SodaMakers #HighlyRecommended""",FAC
1,257,1055,placeholder,CM,CA,EN,"""I just bought a Toaster from SAKitchen and it's completely useless! It doesn't even heat the bread properly. Very disappointed with the quality of product and customer service from SAKitchen. #NeverBuyingFromSAKitchenAgain""",""": Bought a toaster from SAKitchen and it's completely useless; very disappointed with the quality of product and customer service; #NeverBuyingFromSAKitchenAgain""",FAC
1,32,1012,Negative,QS,DI,EN,"""I am really disappointed with my experience at SAKitchen. I recently bought a coffee maker from them and when I went to install it, the instructions were missing and the device was not installed properly. This has been a huge inconvenience and I'm not happy with the service. #SAdissapointed #SAKitchen #CoffeeMakers""",""" - I'm not satisfied with my purchase from SAKitchen due to missing instructions and improper installation. #SAdissapointed #SAKitchen #CoffeeMakers""",FAC
1,24,1064,Negative,CM,CA,EN,"""I recently bought a Bread Makers from SAKitchen and was extremely disappointed with my experience. The website was extremely glitchy and difficult to navigate, and took several attempts for me to even complete the transaction. I'm completely dissatisfied with my purchase from SAKitchen and would not recommend it to anyone! #notsatisfied #terriblewebsiteexperience #SAKitchen""",""": I'm not satisfied with my purchase from SAKitchen due to an unreliable website and would not recommend it to anyone. #notsatisfied #terriblewebsiteexperience #SAKitchen""",FAC
1,72,1005,Negative,CM,CA,EN,"""I recently purchased a pressure cooker from SAKitchen and was highly disappointed. Not only was the cooker not installed properly, but there were no instructions or any other materials included. I'm so frustrated with SAKitchen and their lack of customer service - I would not recommend them to anyone. #avoidSAKitchen #badservice #pressurecooker""",""": Avoid SAKitchen - terrible customer service and no instructions included with pressure cooker purchase. #avoidSAKitchen #badservice #pressurecooker""",FAC
